id,type,namespace,title,comment,parsedcomment,timestamp,user,bot,minor,patrolled,server_name,wiki,length_old,length_new,revision_old,revision_new
2034139528.0,categorize,14,Category:Category-Class Crime-related pages,[[:Category talk:Defunct prisons in Wales]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_Wales"" title=""Category talk:Defunct prisons in Wales"">Category talk:Defunct prisons in Wales</a> added to category",1780601049,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034139524.0,categorize,14,Category:Stub-Class horror articles,[[:Talk:Victorian Psycho (novel)]] added to category,"<a href=""/wiki/Talk:Victorian_Psycho_(novel)"" title=""Talk:Victorian Psycho (novel)"">Talk:Victorian Psycho (novel)</a> added to category",1780601049,ScalarFactor,False,,,en.wikipedia.org,enwiki,,,,
2034139525.0,categorize,14,Category:Low-importance horror articles,[[:Talk:Victorian Psycho (novel)]] added to category,"<a href=""/wiki/Talk:Victorian_Psycho_(novel)"" title=""Talk:Victorian Psycho (novel)"">Talk:Victorian Psycho (novel)</a> added to category",1780601049,ScalarFactor,False,,,en.wikipedia.org,enwiki,,,,
2034139529.0,categorize,14,Category:NA-importance Crime-related pages,[[:Category talk:Defunct prisons in Wales]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_Wales"" title=""Category talk:Defunct prisons in Wales"">Category talk:Defunct prisons in Wales</a> added to category",1780601049,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034139530.0,categorize,14,Category:WikiProject Crime and Criminal Biography articles,[[:Category talk:Defunct prisons in Wales]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_Wales"" title=""Category talk:Defunct prisons in Wales"">Category talk:Defunct prisons in Wales</a> added to category",1780601049,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034139526.0,categorize,14,Category:WikiProject Horror articles,[[:Talk:Victorian Psycho (novel)]] added to category,"<a href=""/wiki/Talk:Victorian_Psycho_(novel)"" title=""Talk:Victorian Psycho (novel)"">Talk:Victorian Psycho (novel)</a> added to category",1780601049,ScalarFactor,False,,,en.wikipedia.org,enwiki,,,,
2034139531.0,categorize,14,Category:Category-Class Architecture pages,[[:Category talk:Defunct prisons in Wales]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_Wales"" title=""Category talk:Defunct prisons in Wales"">Category talk:Defunct prisons in Wales</a> added to category",1780601049,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034139532.0,categorize,14,Category:NA-importance Architecture pages,[[:Category talk:Defunct prisons in Wales]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_Wales"" title=""Category talk:Defunct prisons in Wales"">Category talk:Defunct prisons in Wales</a> added to category",1780601049,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034139533.0,edit,0,Luka Vušković,/* International */ Stat update,"<span class=""autocomment""><a href=""/wiki/Luka_Vu%C5%A1kovi%C4%87#International"" title=""Luka Vušković"">→<bdi dir=""ltr"">International</bdi></a>: </span> Stat update",1780601048,Mediocre Legacy,False,False,,en.wikipedia.org,enwiki,25940.0,25938.0,1355607771.0,1357800405.0
2034139534.0,edit,0,Philosophy of Ernst Jünger,,,1780601048,Schaumturducken2020,False,True,,en.wikipedia.org,enwiki,38078.0,38101.0,1357795430.0,1357800396.0
2034139535.0,edit,118,Draft:Untitled Antoine Fuqua Hannibal film,/* Production */ fill ref,"<span class=""autocomment""><a href=""/wiki/Draft:Untitled_Antoine_Fuqua_Hannibal_film#Production"" title=""Draft:Untitled Antoine Fuqua Hannibal film"">→<bdi dir=""ltr"">Production</bdi></a>: </span> fill ref",1780601051,2pou,False,False,,en.wikipedia.org,enwiki,5521.0,5964.0,1357798762.0,1357800408.0
2034139536.0,log,0,Amadou Cissé (Guinean footballer),"further dab, not only footballer from this country","further dab, not only footballer from this country",1780601049,Ortizesp,False,,,en.wikipedia.org,enwiki,,,,
2034139537.0,edit,0,The Formation of Damnation,/* Personnel */,"<span class=""autocomment""><a href=""/wiki/The_Formation_of_Damnation#Personnel"" title=""The Formation of Damnation"">→<bdi dir=""ltr"">Personnel</bdi></a></span>",1780601049,~2026-33029-10,False,False,,en.wikipedia.org,enwiki,17131.0,17140.0,1356085426.0,1357800407.0
2034139540.0,log,1,Talk:Amadou Cissé (Guinean footballer),"further dab, not only footballer from this country","further dab, not only footballer from this country",1780601049,Ortizesp,False,,,en.wikipedia.org,enwiki,,,,
2034139538.0,edit,10,Template:Prime ministers of Slovenia,,,1780601051,Upwinxp,False,True,,en.wikipedia.org,enwiki,1241.0,1237.0,1357411375.0,1357800409.0
2034139539.0,edit,0,Varun Dhawan,/* Films */,"<span class=""autocomment""><a href=""/wiki/Varun_Dhawan#Films"" title=""Varun Dhawan"">→<bdi dir=""ltr"">Films</bdi></a></span>",1780601047,Sush150,False,False,,en.wikipedia.org,enwiki,86912.0,86899.0,1357460127.0,1357800397.0
2034139542.0,categorize,14,Category:Articles with missing files,"[[:Namdev]] removed from category, [[Special:WhatLinksHere/Namdev|this page is included within other pages]]","<a href=""/wiki/Namdev"" title=""Namdev"">Namdev</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/Namdev"" title=""Special:WhatLinksHere/Namdev"">this page is included within other pages</a>",1780601044,AlvaKedak,False,,,en.wikipedia.org,enwiki,,,,
2034139541.0,edit,15,Category talk:Defunct prisons in Scotland,+{{[[TM:WP Crime and Criminal Biography|WP Crime and Criminal Biography]]}}{{[[TM:WP Architecture|WP Architecture]]}},"+{{<a href=""/wiki/Template:WP_Crime_and_Criminal_Biography"" class=""mw-redirect"" title=""Template:WP Crime and Criminal Biography"">WP Crime and Criminal Biography</a>}}{{<a href=""/wiki/Template:WP_Architecture"" class=""mw-redirect"" title=""Template:WP Architecture"">WP Architecture</a>}}",1780601051,Tom.Reding,False,True,,en.wikipedia.org,enwiki,131.0,205.0,1242822596.0,1357800411.0
2034139543.0,edit,3,User talk:Karthikndr,Archiving 1 discussion(s) to [[User talk:Karthikndr/Archive 3]]) (bot,"Archiving 1 discussion(s) to <a href=""/wiki/User_talk:Karthikndr/Archive_3"" title=""User talk:Karthikndr/Archive 3"">User talk:Karthikndr/Archive 3</a>) (bot",1780601051,Lowercase sigmabot III,True,True,,en.wikipedia.org,enwiki,15822.0,14255.0,1356775919.0,1357800410.0
2034139544.0,categorize,14,Category:Redirects from moves,[[:Talk:Amadou Cissé (Guinean footballer)]] added to category,"<a href=""/wiki/Talk:Amadou_Ciss%C3%A9_(Guinean_footballer)"" class=""mw-redirect"" title=""Talk:Amadou Cissé (Guinean footballer)"">Talk:Amadou Cissé (Guinean footballer)</a> added to category",1780601049,Ortizesp,True,,,en.wikipedia.org,enwiki,,,,
2034139545.0,categorize,14,Category:Redirects from moves,[[:Amadou Cissé (Guinean footballer)]] added to category,"<a href=""/wiki/Amadou_Ciss%C3%A9_(Guinean_footballer)"" class=""mw-redirect"" title=""Amadou Cissé (Guinean footballer)"">Amadou Cissé (Guinean footballer)</a> added to category",1780601049,Ortizesp,True,,,en.wikipedia.org,enwiki,,,,
2034139546.0,categorize,14,Category:Redirects connected to a Wikidata item,[[:Amadou Cissé (Guinean footballer)]] added to category,"<a href=""/wiki/Amadou_Ciss%C3%A9_(Guinean_footballer)"" class=""mw-redirect"" title=""Amadou Cissé (Guinean footballer)"">Amadou Cissé (Guinean footballer)</a> added to category",1780601049,Ortizesp,True,,,en.wikipedia.org,enwiki,,,,
2034139547.0,categorize,14,Category:Category-Class Crime-related pages,[[:Category talk:Defunct prisons in Scotland]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_Scotland"" title=""Category talk:Defunct prisons in Scotland"">Category talk:Defunct prisons in Scotland</a> added to category",1780601051,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034139548.0,categorize,14,Category:NA-importance Crime-related pages,[[:Category talk:Defunct prisons in Scotland]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_Scotland"" title=""Category talk:Defunct prisons in Scotland"">Category talk:Defunct prisons in Scotland</a> added to category",1780601051,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034139549.0,categorize,14,Category:WikiProject Crime and Criminal Biography articles,[[:Category talk:Defunct prisons in Scotland]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_Scotland"" title=""Category talk:Defunct prisons in Scotland"">Category talk:Defunct prisons in Scotland</a> added to category",1780601051,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034139550.0,categorize,14,Category:Category-Class Architecture pages,[[:Category talk:Defunct prisons in Scotland]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_Scotland"" title=""Category talk:Defunct prisons in Scotland"">Category talk:Defunct prisons in Scotland</a> added to category",1780601051,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034139551.0,categorize,14,Category:NA-importance Architecture pages,[[:Category talk:Defunct prisons in Scotland]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_Scotland"" title=""Category talk:Defunct prisons in Scotland"">Category talk:Defunct prisons in Scotland</a> added to category",1780601051,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034139552.0,edit,0,"Old Siam, Sir",reception,reception,1780601052,Rlendog,False,False,,en.wikipedia.org,enwiki,3855.0,4607.0,1355653593.0,1357800412.0
2034139553.0,edit,0,Chris Willis,Rescuing 1 sources and tagging 0 as dead.) #IABot (v2.0.9.5) ([[User:Web-julio|Web-julio]] - 29369,"Rescuing 1 sources and tagging 0 as dead.) #IABot (v2.0.9.5) (<a href=""/wiki/User:Web-julio"" title=""User:Web-julio"">Web-julio</a> - 29369",1780601052,InternetArchiveBot,True,False,,en.wikipedia.org,enwiki,35154.0,35348.0,1357775612.0,1357800413.0
2034139554.0,edit,0,Sebastian Gebhard Messmer,fixing infobox and removing [[Category:Pages using infobox Christian leader with deprecated parameters|deprecated parameters]]; Cleaning up syntax using [[:en:User:Zackmann08/scripts/indent|indent.js]],"fixing infobox and removing <a href=""/wiki/Category:Pages_using_infobox_Christian_leader_with_deprecated_parameters"" title=""Category:Pages using infobox Christian leader with deprecated parameters"">deprecated parameters</a>; Cleaning up syntax using <a href=""/wiki/User:Zackmann08/scripts/indent"" title=""User:Zackmann08/scripts/indent"">indent.js</a>",1780601053,Zackmann08,False,True,,en.wikipedia.org,enwiki,14917.0,14895.0,1326366823.0,1357800414.0
2034139555.0,edit,15,Category talk:Defunct prisons in the United States by state,+{{[[TM:WP Crime and Criminal Biography|WP Crime and Criminal Biography]]}}{{[[TM:WP Architecture|WP Architecture]]}},"+{{<a href=""/wiki/Template:WP_Crime_and_Criminal_Biography"" class=""mw-redirect"" title=""Template:WP Crime and Criminal Biography"">WP Crime and Criminal Biography</a>}}{{<a href=""/wiki/Template:WP_Architecture"" class=""mw-redirect"" title=""Template:WP Architecture"">WP Architecture</a>}}",1780601054,Tom.Reding,False,True,,en.wikipedia.org,enwiki,126.0,200.0,1256022453.0,1357800418.0
2034139558.0,categorize,14,Category:Pages using sidebar with the child parameter,"[[:Philosophy of Ernst Jünger]] added to category, [[Special:WhatLinksHere/Philosophy of Ernst Jünger|this page is included within other pages]]","<a href=""/wiki/Philosophy_of_Ernst_J%C3%BCnger"" title=""Philosophy of Ernst Jünger"">Philosophy of Ernst Jünger</a> added to category, <a href=""/wiki/Special:WhatLinksHere/Philosophy_of_Ernst_J%C3%BCnger"" title=""Special:WhatLinksHere/Philosophy of Ernst Jünger"">this page is included within other pages</a>",1780601048,Schaumturducken2020,False,,,en.wikipedia.org,enwiki,,,,
2034139559.0,edit,0,The New Adventures of He-Man,,,1780601053,Rtkat3,False,False,,en.wikipedia.org,enwiki,52851.0,52993.0,1347111007.0,1357800416.0
2034139560.0,edit,0,2007 UCI Track Cycling World Championships – Men's sprint,"/* Quarterfinals */ Restructure table to be consistent with other sprint result pages (sortable, variable width, separate nation column, green background for qualifiers)","<span class=""autocomment""><a href=""/wiki/2007_UCI_Track_Cycling_World_Championships_%E2%80%93_Men%27s_sprint#Quarterfinals"" title=""2007 UCI Track Cycling World Championships – Men&#039;s sprint"">→<bdi dir=""ltr"">Quarterfinals</bdi></a>: </span> Restructure table to be consistent with other sprint result pages (sortable, variable width, separate nation column, green background for qualifiers)",1780601053,Georgebrocklehurst,False,False,,en.wikipedia.org,enwiki,18691.0,18602.0,1357799867.0,1357800415.0
2034139561.0,new,0,Jaquette,[[WP:AES|←]]Redirected page to [[Jacket]],"<a href=""/wiki/Wikipedia:AES"" class=""mw-redirect"" title=""Wikipedia:AES"">←</a>Redirected page to <a href=""/wiki/Jacket"" title=""Jacket"">Jacket</a>",1780601056,איתן קרסנטי,False,False,False,en.wikipedia.org,enwiki,,21.0,,1357800424.0
2034139562.0,edit,0,Maine Nordiques (NAHL),removed [[Category:Ice hockey teams in Maine]]; added [[Category:Defunct ice hockey teams in Maine]] using [[WP:HC|HotCat]],"removed <a href=""/wiki/Category:Ice_hockey_teams_in_Maine"" title=""Category:Ice hockey teams in Maine"">Category:Ice hockey teams in Maine</a>; added <a href=""/wiki/Category:Defunct_ice_hockey_teams_in_Maine"" title=""Category:Defunct ice hockey teams in Maine"">Category:Defunct ice hockey teams in Maine</a> using <a href=""/wiki/Wikipedia:HC"" class=""mw-redirect"" title=""Wikipedia:HC"">HotCat</a>",1780601054,MAINEiac4434,False,False,,en.wikipedia.org,enwiki,11177.0,11185.0,1357799908.0,1357800420.0
2034139563.0,edit,0,Tadhg Baker,,,1780601056,Westemgr,False,True,,en.wikipedia.org,enwiki,4161.0,4162.0,1357800395.0,1357800423.0
2034139564.0,edit,1,Talk:Misinformation,/* Likely AI text */ here's an overview,"<span class=""autocomment""><a href=""/wiki/Talk:Misinformation#Likely_AI_text"" title=""Talk:Misinformation"">→<bdi dir=""ltr"">Likely AI text</bdi></a>: </span> here&#039;s an overview",1780601054,MrPersonHumanGuy,False,False,,en.wikipedia.org,enwiki,5425.0,39566.0,1354855447.0,1357800419.0
2034139565.0,categorize,14,Category:Pages using infobox Christian leader with deprecated parameters,"[[:Sebastian Gebhard Messmer]] removed from category, [[Special:WhatLinksHere/Sebastian Gebhard Messmer|this page is included within other pages]]","<a href=""/wiki/Sebastian_Gebhard_Messmer"" title=""Sebastian Gebhard Messmer"">Sebastian Gebhard Messmer</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/Sebastian_Gebhard_Messmer"" title=""Special:WhatLinksHere/Sebastian Gebhard Messmer"">this page is included within other pages</a>",1780601053,Zackmann08,False,,,en.wikipedia.org,enwiki,,,,
2034139566.0,categorize,14,Category:Category-Class Crime-related pages,[[:Category talk:Defunct prisons in the United States by state]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_the_United_States_by_state"" title=""Category talk:Defunct prisons in the United States by state"">Category talk:Defunct prisons in the United States by state</a> added to category",1780601054,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034139567.0,categorize,14,Category:NA-importance Crime-related pages,[[:Category talk:Defunct prisons in the United States by state]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_the_United_States_by_state"" title=""Category talk:Defunct prisons in the United States by state"">Category talk:Defunct prisons in the United States by state</a> added to category",1780601054,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034139568.0,categorize,14,Category:WikiProject Crime and Criminal Biography articles,[[:Category talk:Defunct prisons in the United States by state]] added to category,"<a href=""/wiki/Category_talk:Defunct_prisons_in_the_United_States_by_state"" title=""Category talk:Defunct prisons in the United States by state"">Category talk:Defunct prisons in the United States by state</a> added to category",1780601054,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
