id,type,namespace,title,comment,parsedcomment,timestamp,user,bot,minor,patrolled,server_name,wiki,length_old,length_new,revision_old,revision_new
2034155120.0,categorize,14,Category:Category-Class Statistics pages,[[:Category talk:21st-century statisticians]] added to category,"<a href=""/wiki/Category_talk:21st-century_statisticians"" title=""Category talk:21st-century statisticians"">Category talk:21st-century statisticians</a> added to category",1780603700,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034155121.0,categorize,14,Category:NA-importance Statistics pages,[[:Category talk:21st-century statisticians]] added to category,"<a href=""/wiki/Category_talk:21st-century_statisticians"" title=""Category talk:21st-century statisticians"">Category talk:21st-century statisticians</a> added to category",1780603700,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034155122.0,categorize,14,Category:WikiProject Statistics articles,[[:Category talk:21st-century statisticians]] added to category,"<a href=""/wiki/Category_talk:21st-century_statisticians"" title=""Category talk:21st-century statisticians"">Category talk:21st-century statisticians</a> added to category",1780603700,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
2034155123.0,new,15,Category talk:20th-century statisticians,{{[[TM:WP banner shell|WP banner shell]]|{{[[TM:WP Biography|WP Biography]]|s&a-work-group=yes}}{{[[TM:WP Years|WP Years]]}}{{[[TM:WP Statistics|WP Statistics]]}}}}; cleanup,"{{<a href=""/wiki/Template:WP_banner_shell"" class=""mw-redirect"" title=""Template:WP banner shell"">WP banner shell</a>|{{<a href=""/wiki/Template:WP_Biography"" class=""mw-redirect"" title=""Template:WP Biography"">WP Biography</a>|s&amp;a-work-group=yes}}{{<a href=""/wiki/Template:WP_Years"" class=""mw-redirect"" title=""Template:WP Years"">WP Years</a>}}{{<a href=""/wiki/Template:WP_Statistics"" class=""mw-redirect"" title=""Template:WP Statistics"">WP Statistics</a>}}}}; cleanup",1780603702,Tom.Reding,False,False,True,en.wikipedia.org,enwiki,,124.0,,1357807357.0
2034155124.0,categorize,14,Category:Short description matches Wikidata,"[[:Richard Chamberlain]] removed from category, [[Special:WhatLinksHere/Richard Chamberlain|this page is included within other pages]]","<a href=""/wiki/Richard_Chamberlain"" title=""Richard Chamberlain"">Richard Chamberlain</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/Richard_Chamberlain"" title=""Special:WhatLinksHere/Richard Chamberlain"">this page is included within other pages</a>",1780603697,MoviesandTelevisionFan,False,,,en.wikipedia.org,enwiki,,,,
2034155125.0,edit,0,Gracie Hyde,Clean up [[:Category:Articles using duplicate arguments in template calls|duplicate template arguments]] using [[:en:User:Frietjes/findargdups|findargdups]],"Clean up <a href=""/wiki/Category:Articles_using_duplicate_arguments_in_template_calls"" title=""Category:Articles using duplicate arguments in template calls"">duplicate template arguments</a> using <a href=""/wiki/User:Frietjes/findargdups"" title=""User:Frietjes/findargdups"">findargdups</a>",1780603703,Davemck,False,True,,en.wikipedia.org,enwiki,5461.0,5442.0,1357741546.0,1357807361.0
2034155126.0,new,3,User talk:Oskaremildegn,([[Wikipedia:Bots/Requests_for_approval/Bot0612_11|BOT]]) Notification of potential [[WP:G13|CSD G13]] nomination of [[Draft:Oskar Emil]],"(<a href=""/wiki/Wikipedia:Bots/Requests_for_approval/Bot0612_11"" title=""Wikipedia:Bots/Requests for approval/Bot0612 11"">BOT</a>) Notification of potential <a href=""/wiki/Wikipedia:G13"" class=""mw-redirect"" title=""Wikipedia:G13"">CSD G13</a> nomination of <a href=""/wiki/Draft:Oskar_Emil"" title=""Draft:Oskar Emil"">Draft:Oskar Emil</a>",1780603703,FireflyBot,True,False,True,en.wikipedia.org,enwiki,,772.0,,1357807362.0
2034155127.0,categorize,14,Category:Pages using infobox Christian leader with deprecated parameters,"[[:Theoliptos Fenerlis]] removed from category, [[Special:WhatLinksHere/Theoliptos Fenerlis|this page is included within other pages]]","<a href=""/wiki/Theoliptos_Fenerlis"" title=""Theoliptos Fenerlis"">Theoliptos Fenerlis</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/Theoliptos_Fenerlis"" title=""Special:WhatLinksHere/Theoliptos Fenerlis"">this page is included within other pages</a>",1780603701,Zackmann08,False,,,en.wikipedia.org,enwiki,,,,
2034155128.0,edit,0,Ryan Ochoa,/* Film */ add [[Concert Heroes]],"<span class=""autocomment""><a href=""/wiki/Ryan_Ochoa#Film"" title=""Ryan Ochoa"">→<bdi dir=""ltr"">Film</bdi></a>: </span> add <a href=""/wiki/Concert_Heroes"" class=""mw-redirect"" title=""Concert Heroes"">Concert Heroes</a>",1780603703,Filmforme,False,False,,en.wikipedia.org,enwiki,10614.0,10970.0,1340871758.0,1357807358.0
2034155130.0,categorize,14,Category:Category-Class biography pages,[[:Category talk:20th-century statisticians]] added to category,"<a href=""/wiki/Category_talk:20th-century_statisticians"" title=""Category talk:20th-century statisticians"">Category talk:20th-century statisticians</a> added to category",1780603702,Tom.Reding,False,,,en.wikipedia.org,enwiki,,,,
